"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	28	10211937	0.3
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	90	10053779	0.9
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	51	10005715	0.5
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	56	9946279	0.6
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	15	9587365	Unreliable
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	22	9637462	0.2
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	62	9488430	0.7
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	44	9447846	0.5
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	66	9390497	0.7
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	21	10157924	0.2
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	58	10211937	0.6
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	80	10053779	0.8
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	49	10005715	0.5
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	54	9946279	0.5
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	34	9587365	0.4
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	36	9637462	0.4
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	65	9488430	0.7
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	38	9447846	0.4
	"Influenza with pneumonia, virus not identified"	"J11.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	33	9390497	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	25	10157924	0.2
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	36	10211937	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	37	10053779	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	32	10005715	0.3
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	38	9946279	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	17	9587365	Unreliable
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	20	9637462	0.2
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	56	9488430	0.6
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	35	9447846	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	33	9390497	0.4
	"Other viral pneumonia"	"J12.8"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	48	9946279	0.5
	"Other viral pneumonia"	"J12.8"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	84	9390497	0.9
	"Viral pneumonia, unspecified"	"J12.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	12	10053779	Unreliable
	"Viral pneumonia, unspecified"	"J12.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	17	10005715	Unreliable
	"Viral pneumonia, unspecified"	"J12.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	94	9946279	0.9
	"Viral pneumonia, unspecified"	"J12.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	120	9390497	1.3
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	13	10211937	Unreliable
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	13	9587365	Unreliable
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	12	9637462	Unreliable
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	13	9390497	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	12	10157924	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	11	10211937	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	12	10053779	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	14	10005715	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	12	9946279	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	23	9587365	0.2
	"Pneumonia due to Pseudomonas"	"J15.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	14	9637462	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	14	9488430	Unreliable
	"Pneumonia due to Pseudomonas"	"J15.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	25	9390497	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	21	10157924	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	26	10211937	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	26	10053779	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	27	10005715	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	31	9946279	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	32	9587365	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	28	9637462	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	28	9488430	0.3
	"Pneumonia due to staphylococcus"	"J15.2"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	35	9447846	0.4
	"Pneumonia due to staphylococcus"	"J15.2"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	28	9390497	0.3
	"Pneumonia due to other streptococci"	"J15.4"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	10	10157924	Unreliable
	"Pneumonia due to other streptococci"	"J15.4"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	11	10053779	Unreliable
	"Pneumonia due to other streptococci"	"J15.4"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	10	9637462	Unreliable
	"Pneumonia due to other streptococci"	"J15.4"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	13	9488430	Unreliable
	"Pneumonia due to other streptococci"	"J15.4"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	14	9447846	Unreliable
	"Bacterial pneumonia, unspecified"	"J15.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	143	10157924	1.4
	"Bacterial pneumonia, unspecified"	"J15.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	201	10211937	2.0
	"Bacterial pneumonia, unspecified"	"J15.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	214	10053779	2.1
	"Bacterial pneumonia, unspecified"	"J15.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	255	10005715	2.5
	"Bacterial pneumonia, unspecified"	"J15.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	230	9946279	2.3
	"Bacterial pneumonia, unspecified"	"J15.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	180	9587365	1.9
	"Bacterial pneumonia, unspecified"	"J15.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	148	9637462	1.5
	"Bacterial pneumonia, unspecified"	"J15.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	253	9488430	2.7
	"Bacterial pneumonia, unspecified"	"J15.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	258	9447846	2.7
	"Bacterial pneumonia, unspecified"	"J15.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	286	9390497	3.0
	"Bronchopneumonia, unspecified"	"J18.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	26	10157924	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	35	10211937	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	36	10053779	0.4
	"Bronchopneumonia, unspecified"	"J18.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	27	10005715	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	32	9946279	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	31	9587365	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	41	9637462	0.4
	"Bronchopneumonia, unspecified"	"J18.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	40	9488430	0.4
	"Bronchopneumonia, unspecified"	"J18.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	50	9447846	0.5
	"Bronchopneumonia, unspecified"	"J18.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	25	9390497	0.3
	"Lobar pneumonia, unspecified"	"J18.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	348	10157924	3.4
	"Lobar pneumonia, unspecified"	"J18.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	361	10211937	3.5
	"Lobar pneumonia, unspecified"	"J18.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	287	10053779	2.9
	"Lobar pneumonia, unspecified"	"J18.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	212	10005715	2.1
	"Lobar pneumonia, unspecified"	"J18.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	175	9946279	1.8
	"Lobar pneumonia, unspecified"	"J18.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	356	9587365	3.7
	"Lobar pneumonia, unspecified"	"J18.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	347	9637462	3.6
	"Lobar pneumonia, unspecified"	"J18.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	324	9488430	3.4
	"Lobar pneumonia, unspecified"	"J18.1"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	229	9447846	2.4
	"Lobar pneumonia, unspecified"	"J18.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	253	9390497	2.7
	"Pneumonia, unspecified"	"J18.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	1559	10157924	15.3
	"Pneumonia, unspecified"	"J18.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	1541	10211937	15.1
	"Pneumonia, unspecified"	"J18.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	1458	10053779	14.5
	"Pneumonia, unspecified"	"J18.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	1317	10005715	13.2
	"Pneumonia, unspecified"	"J18.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	1344	9946279	13.5
	"Pneumonia, unspecified"	"J18.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	1524	9587365	15.9
	"Pneumonia, unspecified"	"J18.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	1400	9637462	14.5
	"Pneumonia, unspecified"	"J18.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	1412	9488430	14.9
	"Pneumonia, unspecified"	"J18.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	1382	9447846	14.6
	"Pneumonia, unspecified"	"J18.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	1517	9390497	16.2
	"Unspecified acute lower respiratory infection"	"J22"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	13	9946279	Unreliable
	"Other specified diseases of upper respiratory tract"	"J39.8"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	10	10053779	Unreliable
	"Unspecified chronic bronchitis"	"J42"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	11	9390497	Unreliable
	"Emphysema, unspecified"	"J43.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	146	10157924	1.4
	"Emphysema, unspecified"	"J43.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	156	10211937	1.5
	"Emphysema, unspecified"	"J43.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	184	10053779	1.8
	"Emphysema, unspecified"	"J43.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	170	10005715	1.7
	"Emphysema, unspecified"	"J43.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	193	9946279	1.9
	"Emphysema, unspecified"	"J43.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	170	9587365	1.8
	"Emphysema, unspecified"	"J43.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	169	9637462	1.8
	"Emphysema, unspecified"	"J43.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	192	9488430	2.0
	"Emphysema, unspecified"	"J43.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	200	9447846	2.1
	"Emphysema, unspecified"	"J43.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	149	9390497	1.6
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	549	10157924	5.4
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	587	10211937	5.7
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	598	10053779	5.9
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	523	10005715	5.2
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	525	9946279	5.3
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	510	9587365	5.3
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	577	9637462	6.0
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	564	9488430	5.9
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	541	9447846	5.7
	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	514	9390497	5.5
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	148	10157924	1.5
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	175	10211937	1.7
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	179	10053779	1.8
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	189	10005715	1.9
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	151	9946279	1.5
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	112	9587365	1.2
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	149	9637462	1.5
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	105	9488430	1.1
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	160	9447846	1.7
	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	117	9390497	1.2
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	41	10157924	0.4
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	28	10211937	0.3
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	30	10053779	0.3
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	40	10005715	0.4
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	43	9946279	0.4
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	28	9587365	0.3
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	21	9637462	0.2
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	13	9488430	Unreliable
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	19	9447846	Unreliable
	"Other specified chronic obstructive pulmonary disease"	"J44.8"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	27	9390497	0.3
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	2718	10157924	26.8
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	2819	10211937	27.6
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	2822	10053779	28.1
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	2738	10005715	27.4
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	2429	9946279	24.4
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	2090	9587365	21.8
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	2248	9637462	23.3
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	2231	9488430	23.5
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	2159	9447846	22.9
	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	2068	9390497	22.0
	"Predominantly allergic asthma"	"J45.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	12	9587365	Unreliable
	"Predominantly allergic asthma"	"J45.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	10	9637462	Unreliable
	"Asthma, unspecified"	"J45.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	134	10157924	1.3
	"Asthma, unspecified"	"J45.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	135	10211937	1.3
	"Asthma, unspecified"	"J45.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	149	10053779	1.5
	"Asthma, unspecified"	"J45.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	158	10005715	1.6
	"Asthma, unspecified"	"J45.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	164	9946279	1.6
	"Asthma, unspecified"	"J45.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	98	9587365	1.0
	"Asthma, unspecified"	"J45.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	84	9637462	0.9
	"Asthma, unspecified"	"J45.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	87	9488430	0.9
	"Asthma, unspecified"	"J45.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	104	9447846	1.1
	"Asthma, unspecified"	"J45.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	126	9390497	1.3
	"Status asthmaticus"	"J46"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	14	10157924	Unreliable
	"Status asthmaticus"	"J46"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	12	10211937	Unreliable
	"Status asthmaticus"	"J46"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	13	10053779	Unreliable
	"Status asthmaticus"	"J46"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	22	9946279	0.2
	"Status asthmaticus"	"J46"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	13	9637462	Unreliable
	"Status asthmaticus"	"J46"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	12	9390497	Unreliable
	"Bronchiectasis"	"J47"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	33	10157924	0.3
	"Bronchiectasis"	"J47"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	33	10211937	0.3
	"Bronchiectasis"	"J47"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	35	10053779	0.3
	"Bronchiectasis"	"J47"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	44	10005715	0.4
	"Bronchiectasis"	"J47"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	44	9946279	0.4
	"Bronchiectasis"	"J47"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	15	9587365	Unreliable
	"Bronchiectasis"	"J47"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	18	9637462	Unreliable
	"Bronchiectasis"	"J47"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	12	9488430	Unreliable
	"Bronchiectasis"	"J47"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	14	9447846	Unreliable
	"Bronchiectasis"	"J47"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	15	9390497	Unreliable
	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	13	9587365	Unreliable
	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	16	9637462	Unreliable
	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	24	9488430	0.3
	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	11	9447846	Unreliable
	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	11	9390497	Unreliable
	"Pneumonitis due to food and vomit"	"J69.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	486	10157924	4.8
	"Pneumonitis due to food and vomit"	"J69.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	397	10211937	3.9
	"Pneumonitis due to food and vomit"	"J69.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	301	10053779	3.0
	"Pneumonitis due to food and vomit"	"J69.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	245	10005715	2.4
	"Pneumonitis due to food and vomit"	"J69.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	267	9946279	2.7
	"Pneumonitis due to food and vomit"	"J69.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	515	9587365	5.4
	"Pneumonitis due to food and vomit"	"J69.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	550	9637462	5.7
	"Pneumonitis due to food and vomit"	"J69.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	410	9488430	4.3
	"Pneumonitis due to food and vomit"	"J69.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	359	9447846	3.8
	"Pneumonitis due to food and vomit"	"J69.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	369	9390497	3.9
	"Adult respiratory distress syndrome"	"J80"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	31	10157924	0.3
	"Adult respiratory distress syndrome"	"J80"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	34	10211937	0.3
	"Adult respiratory distress syndrome"	"J80"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	41	10053779	0.4
	"Adult respiratory distress syndrome"	"J80"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	40	10005715	0.4
	"Adult respiratory distress syndrome"	"J80"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	43	9946279	0.4
	"Adult respiratory distress syndrome"	"J80"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	57	9587365	0.6
	"Adult respiratory distress syndrome"	"J80"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	44	9637462	0.5
	"Adult respiratory distress syndrome"	"J80"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	49	9488430	0.5
	"Adult respiratory distress syndrome"	"J80"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	43	9447846	0.5
	"Adult respiratory distress syndrome"	"J80"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	60	9390497	0.6
	"Pulmonary oedema"	"J81"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	17	10157924	Unreliable
	"Pulmonary oedema"	"J81"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	24	10211937	0.2
	"Pulmonary oedema"	"J81"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	18	10053779	Unreliable
	"Pulmonary oedema"	"J81"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	16	10005715	Unreliable
	"Pulmonary oedema"	"J81"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	12	9946279	Unreliable
