"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	8399	9536193	88.1
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	8239	9581261	86.0
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	8592	9611513	89.4
	"Ischaemic cardiomyopathy"	"I25.5"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	172	10033393	1.7
	"Ischaemic cardiomyopathy"	"I25.5"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	158	10081044	1.6
	"Ischaemic cardiomyopathy"	"I25.5"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	135	10114934	1.3
	"Ischaemic cardiomyopathy"	"I25.5"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	141	10164966	1.4
	"Ischaemic cardiomyopathy"	"I25.5"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	139	10184278	1.4
	"Ischaemic cardiomyopathy"	"I25.5"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	361	9431804	3.8
	"Ischaemic cardiomyopathy"	"I25.5"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	319	9489217	3.4
	"Ischaemic cardiomyopathy"	"I25.5"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	308	9536193	3.2
	"Ischaemic cardiomyopathy"	"I25.5"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	289	9581261	3.0
	"Ischaemic cardiomyopathy"	"I25.5"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	305	9611513	3.2
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	31	10033393	0.3
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	29	10081044	0.3
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	31	10114934	0.3
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	35	10164966	0.3
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	22	10184278	0.2
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	57	9431804	0.6
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	38	9489217	0.4
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	37	9536193	0.4
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	38	9581261	0.4
	"Other forms of chronic ischaemic heart disease"	"I25.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	28	9611513	0.3
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	343	10033393	3.4
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	306	10081044	3.0
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	280	10114934	2.8
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	278	10164966	2.7
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	269	10184278	2.6
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	361	9431804	3.8
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	321	9489217	3.4
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	361	9536193	3.8
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	292	9581261	3.0
	"Chronic ischaemic heart disease, unspecified"	"I25.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	297	9611513	3.1
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	173	10033393	1.7
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	172	10081044	1.7
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	201	10114934	2.0
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	190	10164966	1.9
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	211	10184278	2.1
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	117	9431804	1.2
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	141	9489217	1.5
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	143	9536193	1.5
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	133	9581261	1.4
	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	149	9611513	1.6
	"Primary pulmonary hypertension"	"I27.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Primary pulmonary hypertension"	"I27.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	15	10114934	Unreliable
	"Primary pulmonary hypertension"	"I27.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Other secondary pulmonary hypertension"	"I27.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	186	10033393	1.9
	"Other secondary pulmonary hypertension"	"I27.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	198	10081044	2.0
	"Other secondary pulmonary hypertension"	"I27.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	206	10114934	2.0
	"Other secondary pulmonary hypertension"	"I27.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	222	10164966	2.2
	"Other secondary pulmonary hypertension"	"I27.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	209	10184278	2.1
	"Other secondary pulmonary hypertension"	"I27.2"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	87	9431804	0.9
	"Other secondary pulmonary hypertension"	"I27.2"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	93	9489217	1.0
	"Other secondary pulmonary hypertension"	"I27.2"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	99	9536193	1.0
	"Other secondary pulmonary hypertension"	"I27.2"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	101	9581261	1.1
	"Other secondary pulmonary hypertension"	"I27.2"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	108	9611513	1.1
	"Pulmonary heart disease, unspecified"	"I27.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	31	10033393	0.3
	"Pulmonary heart disease, unspecified"	"I27.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	23	10081044	0.2
	"Pulmonary heart disease, unspecified"	"I27.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	36	10114934	0.4
	"Pulmonary heart disease, unspecified"	"I27.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	31	10164966	0.3
	"Pulmonary heart disease, unspecified"	"I27.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	48	10184278	0.5
	"Pulmonary heart disease, unspecified"	"I27.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	28	9431804	0.3
	"Pulmonary heart disease, unspecified"	"I27.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	26	9489217	0.3
	"Pulmonary heart disease, unspecified"	"I27.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	22	9536193	0.2
	"Pulmonary heart disease, unspecified"	"I27.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	17	9581261	Unreliable
	"Pulmonary heart disease, unspecified"	"I27.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	43	9611513	0.4
	"Pericardial effusion (noninflammatory)"	"I31.3"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Pericardial effusion (noninflammatory)"	"I31.3"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	17	10114934	Unreliable
	"Pericardial effusion (noninflammatory)"	"I31.3"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Pericardial effusion (noninflammatory)"	"I31.3"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	19	10184278	Unreliable
	"Pericardial effusion (noninflammatory)"	"I31.3"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	10	9431804	Unreliable
	"Pericardial effusion (noninflammatory)"	"I31.3"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Acute and subacute infective endocarditis"	"I33.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	34	10033393	0.3
	"Acute and subacute infective endocarditis"	"I33.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	40	10081044	0.4
	"Acute and subacute infective endocarditis"	"I33.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	32	10114934	0.3
	"Acute and subacute infective endocarditis"	"I33.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	34	10164966	0.3
	"Acute and subacute infective endocarditis"	"I33.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	33	10184278	0.3
	"Acute and subacute infective endocarditis"	"I33.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	54	9431804	0.6
	"Acute and subacute infective endocarditis"	"I33.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	43	9489217	0.5
	"Acute and subacute infective endocarditis"	"I33.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	39	9536193	0.4
	"Acute and subacute infective endocarditis"	"I33.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	43	9581261	0.4
	"Acute and subacute infective endocarditis"	"I33.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	54	9611513	0.6
	"Mitral (valve) insufficiency"	"I34.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	58	10033393	0.6
	"Mitral (valve) insufficiency"	"I34.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	53	10081044	0.5
	"Mitral (valve) insufficiency"	"I34.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	72	10114934	0.7
	"Mitral (valve) insufficiency"	"I34.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	60	10164966	0.6
	"Mitral (valve) insufficiency"	"I34.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	75	10184278	0.7
	"Mitral (valve) insufficiency"	"I34.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	35	9431804	0.4
	"Mitral (valve) insufficiency"	"I34.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	32	9489217	0.3
	"Mitral (valve) insufficiency"	"I34.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	36	9536193	0.4
	"Mitral (valve) insufficiency"	"I34.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	31	9581261	0.3
	"Mitral (valve) insufficiency"	"I34.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	46	9611513	0.5
	"Aortic (valve) stenosis"	"I35.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	512	10033393	5.1
	"Aortic (valve) stenosis"	"I35.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	523	10081044	5.2
	"Aortic (valve) stenosis"	"I35.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	541	10114934	5.3
	"Aortic (valve) stenosis"	"I35.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	528	10164966	5.2
	"Aortic (valve) stenosis"	"I35.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	499	10184278	4.9
	"Aortic (valve) stenosis"	"I35.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	316	9431804	3.4
	"Aortic (valve) stenosis"	"I35.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	317	9489217	3.3
	"Aortic (valve) stenosis"	"I35.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	334	9536193	3.5
	"Aortic (valve) stenosis"	"I35.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	356	9581261	3.7
	"Aortic (valve) stenosis"	"I35.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	347	9611513	3.6
	"Aortic (valve) insufficiency"	"I35.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	11	10184278	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	12	9431804	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	12	9536193	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	13	9581261	Unreliable
	"Aortic (valve) insufficiency"	"I35.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	12	9611513	Unreliable
	"Aortic valve disorder, unspecified"	"I35.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	28	10033393	0.3
	"Aortic valve disorder, unspecified"	"I35.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	45	10081044	0.4
	"Aortic valve disorder, unspecified"	"I35.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	37	10114934	0.4
	"Aortic valve disorder, unspecified"	"I35.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	46	10164966	0.5
	"Aortic valve disorder, unspecified"	"I35.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	50	10184278	0.5
	"Aortic valve disorder, unspecified"	"I35.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	36	9431804	0.4
	"Aortic valve disorder, unspecified"	"I35.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	42	9489217	0.4
	"Aortic valve disorder, unspecified"	"I35.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	47	9536193	0.5
	"Aortic valve disorder, unspecified"	"I35.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	47	9581261	0.5
	"Aortic valve disorder, unspecified"	"I35.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	38	9611513	0.4
	"Endocarditis, valve unspecified"	"I38"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	207	10033393	2.1
	"Endocarditis, valve unspecified"	"I38"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	220	10081044	2.2
	"Endocarditis, valve unspecified"	"I38"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	220	10114934	2.2
	"Endocarditis, valve unspecified"	"I38"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	194	10164966	1.9
	"Endocarditis, valve unspecified"	"I38"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	213	10184278	2.1
	"Endocarditis, valve unspecified"	"I38"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	150	9431804	1.6
	"Endocarditis, valve unspecified"	"I38"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	162	9489217	1.7
	"Endocarditis, valve unspecified"	"I38"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	157	9536193	1.6
	"Endocarditis, valve unspecified"	"I38"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	162	9581261	1.7
	"Endocarditis, valve unspecified"	"I38"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	167	9611513	1.7
	"Dilated cardiomyopathy"	"I42.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	71	10033393	0.7
	"Dilated cardiomyopathy"	"I42.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	51	10081044	0.5
	"Dilated cardiomyopathy"	"I42.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	67	10114934	0.7
	"Dilated cardiomyopathy"	"I42.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	49	10164966	0.5
	"Dilated cardiomyopathy"	"I42.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	47	10184278	0.5
	"Dilated cardiomyopathy"	"I42.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	135	9431804	1.4
	"Dilated cardiomyopathy"	"I42.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	114	9489217	1.2
	"Dilated cardiomyopathy"	"I42.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	84	9536193	0.9
	"Dilated cardiomyopathy"	"I42.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	93	9581261	1.0
	"Dilated cardiomyopathy"	"I42.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	115	9611513	1.2
	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	18	10033393	Unreliable
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	25	10081044	0.2
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	16	10164966	Unreliable
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	21	10184278	0.2
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	36	9431804	0.4
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	30	9489217	0.3
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	34	9536193	0.4
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	43	9581261	0.4
	"Other hypertrophic cardiomyopathy"	"I42.2"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	28	9611513	0.3
	"Other restrictive cardiomyopathy"	"I42.5"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	12	9431804	Unreliable
	"Other restrictive cardiomyopathy"	"I42.5"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Other restrictive cardiomyopathy"	"I42.5"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Alcoholic cardiomyopathy"	"I42.6"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	22	9431804	0.2
	"Alcoholic cardiomyopathy"	"I42.6"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	30	9489217	0.3
	"Alcoholic cardiomyopathy"	"I42.6"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	26	9536193	0.3
	"Alcoholic cardiomyopathy"	"I42.6"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	27	9581261	0.3
	"Alcoholic cardiomyopathy"	"I42.6"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	27	9611513	0.3
	"Cardiomyopathy, unspecified"	"I42.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	317	10033393	3.2
	"Cardiomyopathy, unspecified"	"I42.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	313	10081044	3.1
	"Cardiomyopathy, unspecified"	"I42.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	305	10114934	3.0
	"Cardiomyopathy, unspecified"	"I42.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	287	10164966	2.8
	"Cardiomyopathy, unspecified"	"I42.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	299	10184278	2.9
	"Cardiomyopathy, unspecified"	"I42.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	463	9431804	4.9
	"Cardiomyopathy, unspecified"	"I42.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	443	9489217	4.7
	"Cardiomyopathy, unspecified"	"I42.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	409	9536193	4.3
	"Cardiomyopathy, unspecified"	"I42.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	449	9581261	4.7
	"Cardiomyopathy, unspecified"	"I42.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	500	9611513	5.2
	"Atrioventricular block, complete"	"I44.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Atrioventricular block, complete"	"I44.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Atrioventricular block, complete"	"I44.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	17	10114934	Unreliable
	"Atrioventricular block, complete"	"I44.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	19	10184278	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	14	10081044	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	11	10114934	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	21	10164966	0.2
	"Other specified conduction disorders"	"I45.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	19	10184278	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	16	9431804	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	17	9489217	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	14	9536193	Unreliable
	"Other specified conduction disorders"	"I45.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	23	9581261	0.2
	"Other specified conduction disorders"	"I45.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	22	9611513	0.2
	"Sudden cardiac death, so described"	"I46.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	16	10164966	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	11	9431804	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	18	9489217	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	12	9536193	Unreliable
	"Sudden cardiac death, so described"	"I46.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	12	9611513	Unreliable
	"Cardiac arrest, unspecified"	"I46.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	250	10033393	2.5
	"Cardiac arrest, unspecified"	"I46.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	256	10081044	2.5
	"Cardiac arrest, unspecified"	"I46.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	234	10114934	2.3
	"Cardiac arrest, unspecified"	"I46.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	296	10164966	2.9
	"Cardiac arrest, unspecified"	"I46.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	386	10184278	3.8
	"Cardiac arrest, unspecified"	"I46.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	194	9431804	2.1
	"Cardiac arrest, unspecified"	"I46.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	213	9489217	2.2
	"Cardiac arrest, unspecified"	"I46.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	226	9536193	2.4
	"Cardiac arrest, unspecified"	"I46.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	259	9581261	2.7
	"Cardiac arrest, unspecified"	"I46.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	338	9611513	3.5
	"Ventricular tachycardia"	"I47.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	14	10081044	Unreliable
	"Ventricular tachycardia"	"I47.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	13	10114934	Unreliable
	"Ventricular tachycardia"	"I47.2"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	20	9431804	0.2
	"Ventricular tachycardia"	"I47.2"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	20	9489217	0.2
	"Ventricular tachycardia"	"I47.2"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	16	9536193	Unreliable
	"Ventricular tachycardia"	"I47.2"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	17	9581261	Unreliable
	"Ventricular tachycardia"	"I47.2"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	19	9611513	Unreliable
	"Atrial fibrillation and flutter"	"I48"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	652	10033393	6.5
	"Atrial fibrillation and flutter"	"I48"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	641	10081044	6.4
	"Atrial fibrillation and flutter"	"I48"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	717	10114934	7.1
	"Atrial fibrillation and flutter"	"I48"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	698	10164966	6.9
	"Atrial fibrillation and flutter"	"I48"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	784	10184278	7.7
	"Atrial fibrillation and flutter"	"I48"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	313	9431804	3.3
	"Atrial fibrillation and flutter"	"I48"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	364	9489217	3.8
	"Atrial fibrillation and flutter"	"I48"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	407	9536193	4.3
	"Atrial fibrillation and flutter"	"I48"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	418	9581261	4.4
	"Atrial fibrillation and flutter"	"I48"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	443	9611513	4.6
	"Ventricular fibrillation and flutter"	"I49.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	23	10033393	0.2
