"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Acute obstructive laryngitis [croup]"	"J05.0"	"2019"	"2019"	2	328239523	Unreliable
	"Acute obstructive laryngitis [croup]"	"J05.0"	"2020 "	"2020"	2	329484123	Unreliable
	"Acute epiglottitis"	"J05.1"	"2011"	"2011"	23	311591917	0.0
	"Acute epiglottitis"	"J05.1"	"2012"	"2012"	12	313914040	Unreliable
	"Acute epiglottitis"	"J05.1"	"2013"	"2013"	23	316128839	0.0
	"Acute epiglottitis"	"J05.1"	"2014"	"2014"	26	318857056	0.0
	"Acute epiglottitis"	"J05.1"	"2015"	"2015"	19	321418820	Unreliable
	"Acute epiglottitis"	"J05.1"	"2016"	"2016"	16	323127513	Unreliable
	"Acute epiglottitis"	"J05.1"	"2017"	"2017"	20	325719178	0.0
	"Acute epiglottitis"	"J05.1"	"2018"	"2018"	19	327167434	Unreliable
	"Acute epiglottitis"	"J05.1"	"2019"	"2019"	20	328239523	0.0
	"Acute epiglottitis"	"J05.1"	"2020 "	"2020"	24	329484123	0.0
	"Acute laryngopharyngitis"	"J06.0"	"2011"	"2011"	1	311591917	Unreliable
	"Acute laryngopharyngitis"	"J06.0"	"2016"	"2016"	2	323127513	Unreliable
	"Acute laryngopharyngitis"	"J06.0"	"2019"	"2019"	2	328239523	Unreliable
	"Other acute upper respiratory infections of multiple sites"	"J06.8"	"2019"	"2019"	1	328239523	Unreliable
	"Other acute upper respiratory infections of multiple sites"	"J06.8"	"2020 "	"2020"	1	329484123	Unreliable
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2011"	"2011"	97	311591917	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2012"	"2012"	79	313914040	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2013"	"2013"	119	316128839	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2014"	"2014"	116	318857056	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2015"	"2015"	132	321418820	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2016"	"2016"	116	323127513	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2017"	"2017"	167	325719178	0.1
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2018"	"2018"	162	327167434	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2019"	"2019"	138	328239523	0.0
	"Acute upper respiratory infection, unspecified"	"J06.9"	"2020 "	"2020"	134	329484123	0.0
	"Influenza due to identified avian influenza virus"	"J09"	"2011"	"2011"	217	311591917	0.1
	"Influenza due to identified avian influenza virus"	"J09"	"2012"	"2012"	13	313914040	Unreliable
	"Influenza due to identified avian influenza virus"	"J09"	"2013"	"2013"	147	316128839	0.0
	"Influenza due to identified avian influenza virus"	"J09"	"2014"	"2014"	677	318857056	0.2
	"Influenza due to identified avian influenza virus"	"J09"	"2015"	"2015"	16	321418820	Unreliable
	"Influenza due to identified avian influenza virus"	"J09"	"2016"	"2016"	253	323127513	0.1
	"Influenza due to identified avian influenza virus"	"J09"	"2017"	"2017"	35	325719178	0.0
	"Influenza due to identified avian influenza virus"	"J09"	"2018"	"2018"	61	327167434	0.0
	"Influenza due to identified avian influenza virus"	"J09"	"2019"	"2019"	153	328239523	0.0
	"Influenza due to identified avian influenza virus"	"J09"	"2020 "	"2020"	212	329484123	0.1
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2011"	"2011"	215	311591917	0.1
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2012"	"2012"	138	313914040	0.0
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2013"	"2013"	508	316128839	0.2
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2014"	"2014"	701	318857056	0.2
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2015"	"2015"	1093	321418820	0.3
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2016"	"2016"	664	323127513	0.2
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2017"	"2017"	1662	325719178	0.5
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2018"	"2018"	2865	327167434	0.9
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2019"	"2019"	1491	328239523	0.5
	"Influenza with pneumonia, influenza virus identified"	"J10.0"	"2020 "	"2020"	1617	329484123	0.5
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2011"	"2011"	212	311591917	0.1
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2012"	"2012"	215	313914040	0.1
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2013"	"2013"	494	316128839	0.2
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2014"	"2014"	701	318857056	0.2
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2015"	"2015"	975	321418820	0.3
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2016"	"2016"	563	323127513	0.2
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2017"	"2017"	1558	325719178	0.5
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2018"	"2018"	2808	327167434	0.9
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2019"	"2019"	1599	328239523	0.5
	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	"2020 "	"2020"	1754	329484123	0.5
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2011"	"2011"	14	311591917	Unreliable
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2012"	"2012"	9	313914040	Unreliable
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2013"	"2013"	19	316128839	Unreliable
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2014"	"2014"	19	318857056	Unreliable
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2015"	"2015"	19	321418820	Unreliable
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2016"	"2016"	20	323127513	0.0
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2017"	"2017"	56	325719178	0.0
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2018"	"2018"	91	327167434	0.0
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2019"	"2019"	69	328239523	0.0
	"Influenza with other manifestations, influenza virus identified"	"J10.8"	"2020 "	"2020"	46	329484123	0.0
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2011"	"2011"	502	311591917	0.2
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2012"	"2012"	410	313914040	0.1
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2013"	"2013"	1344	316128839	0.4
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2014"	"2014"	1415	318857056	0.4
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2015"	"2015"	1655	321418820	0.5
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2016"	"2016"	785	323127513	0.2
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2017"	"2017"	1728	325719178	0.5
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2018"	"2018"	2677	327167434	0.8
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2019"	"2019"	1363	328239523	0.4
	"Influenza with pneumonia, virus not identified"	"J11.0"	"2020 "	"2020"	1256	329484123	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2011"	"2011"	358	311591917	0.1
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2012"	"2012"	307	313914040	0.1
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2013"	"2013"	1148	316128839	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2014"	"2014"	1052	318857056	0.3
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2015"	"2015"	1446	321418820	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2016"	"2016"	587	323127513	0.2
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2017"	"2017"	1422	325719178	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2018"	"2018"	2559	327167434	0.8
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2019"	"2019"	1190	328239523	0.4
	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	"2020 "	"2020"	1021	329484123	0.3
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2011"	"2011"	14	311591917	Unreliable
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2012"	"2012"	14	313914040	Unreliable
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2013"	"2013"	37	316128839	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2014"	"2014"	40	318857056	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2015"	"2015"	47	321418820	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2016"	"2016"	33	323127513	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2017"	"2017"	54	325719178	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2018"	"2018"	103	327167434	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2019"	"2019"	37	328239523	0.0
	"Influenza with other manifestations, virus not identified"	"J11.8"	"2020 "	"2020"	37	329484123	0.0
	"Adenoviral pneumonia"	"J12.0"	"2011"	"2011"	8	311591917	Unreliable
	"Adenoviral pneumonia"	"J12.0"	"2012"	"2012"	12	313914040	Unreliable
	"Adenoviral pneumonia"	"J12.0"	"2013"	"2013"	8	316128839	Unreliable
	"Adenoviral pneumonia"	"J12.0"	"2014"	"2014"	12	318857056	Unreliable
	"Adenoviral pneumonia"	"J12.0"	"2015"	"2015"	19	321418820	Unreliable
	"Adenoviral pneumonia"	"J12.0"	"2016"	"2016"	18	323127513	Unreliable
	"Adenoviral pneumonia"	"J12.0"	"2017"	"2017"	21	325719178	0.0
	"Adenoviral pneumonia"	"J12.0"	"2018"	"2018"	23	327167434	0.0
	"Adenoviral pneumonia"	"J12.0"	"2019"	"2019"	21	328239523	0.0
	"Adenoviral pneumonia"	"J12.0"	"2020 "	"2020"	31	329484123	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2011"	"2011"	25	311591917	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2012"	"2012"	13	313914040	Unreliable
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2013"	"2013"	36	316128839	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2014"	"2014"	20	318857056	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2015"	"2015"	38	321418820	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2016"	"2016"	43	323127513	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2017"	"2017"	89	325719178	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2018"	"2018"	114	327167434	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2019"	"2019"	99	328239523	0.0
	"Respiratory syncytial virus pneumonia"	"J12.1"	"2020 "	"2020"	128	329484123	0.0
	"Parainfluenza virus pneumonia"	"J12.2"	"2011"	"2011"	3	311591917	Unreliable
	"Parainfluenza virus pneumonia"	"J12.2"	"2012"	"2012"	3	313914040	Unreliable
	"Parainfluenza virus pneumonia"	"J12.2"	"2013"	"2013"	11	316128839	Unreliable
	"Parainfluenza virus pneumonia"	"J12.2"	"2014"	"2014"	13	318857056	Unreliable
	"Parainfluenza virus pneumonia"	"J12.2"	"2015"	"2015"	19	321418820	Unreliable
	"Parainfluenza virus pneumonia"	"J12.2"	"2016"	"2016"	23	323127513	0.0
	"Parainfluenza virus pneumonia"	"J12.2"	"2017"	"2017"	40	325719178	0.0
	"Parainfluenza virus pneumonia"	"J12.2"	"2018"	"2018"	43	327167434	0.0
	"Parainfluenza virus pneumonia"	"J12.2"	"2019"	"2019"	61	328239523	0.0
	"Parainfluenza virus pneumonia"	"J12.2"	"2020 "	"2020"	17	329484123	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2011"	"2011"	4	311591917	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2012"	"2012"	1	313914040	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2013"	"2013"	7	316128839	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2014"	"2014"	6	318857056	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2015"	"2015"	5	321418820	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2016"	"2016"	22	323127513	0.0
	"Human metapneumovirus pneumonia"	"J12.3"	"2017"	"2017"	19	325719178	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2018"	"2018"	14	327167434	Unreliable
	"Human metapneumovirus pneumonia"	"J12.3"	"2019"	"2019"	53	328239523	0.0
	"Human metapneumovirus pneumonia"	"J12.3"	"2020 "	"2020"	94	329484123	0.0
	"Other viral pneumonia"	"J12.8"	"2011"	"2011"	9	311591917	Unreliable
	"Other viral pneumonia"	"J12.8"	"2012"	"2012"	7	313914040	Unreliable
	"Other viral pneumonia"	"J12.8"	"2013"	"2013"	7	316128839	Unreliable
	"Other viral pneumonia"	"J12.8"	"2014"	"2014"	20	318857056	0.0
	"Other viral pneumonia"	"J12.8"	"2015"	"2015"	22	321418820	0.0
	"Other viral pneumonia"	"J12.8"	"2016"	"2016"	49	323127513	0.0
	"Other viral pneumonia"	"J12.8"	"2017"	"2017"	54	325719178	0.0
	"Other viral pneumonia"	"J12.8"	"2018"	"2018"	79	327167434	0.0
	"Other viral pneumonia"	"J12.8"	"2019"	"2019"	43	328239523	0.0
	"Other viral pneumonia"	"J12.8"	"2020 "	"2020"	594	329484123	0.2
	"Viral pneumonia, unspecified"	"J12.9"	"2011"	"2011"	179	311591917	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2012"	"2012"	124	313914040	0.0
	"Viral pneumonia, unspecified"	"J12.9"	"2013"	"2013"	205	316128839	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2014"	"2014"	248	318857056	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2015"	"2015"	191	321418820	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2016"	"2016"	193	323127513	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2017"	"2017"	246	325719178	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2018"	"2018"	283	327167434	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2019"	"2019"	307	328239523	0.1
	"Viral pneumonia, unspecified"	"J12.9"	"2020 "	"2020"	945	329484123	0.3
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2011"	"2011"	273	311591917	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2012"	"2012"	239	313914040	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2013"	"2013"	312	316128839	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2014"	"2014"	260	318857056	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2015"	"2015"	302	321418820	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2016"	"2016"	305	323127513	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2017"	"2017"	302	325719178	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2018"	"2018"	315	327167434	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2019"	"2019"	266	328239523	0.1
	"Pneumonia due to Streptococcus pneumoniae"	"J13"	"2020 "	"2020"	246	329484123	0.1
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2011"	"2011"	53	311591917	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2012"	"2012"	51	313914040	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2013"	"2013"	39	316128839	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2014"	"2014"	50	318857056	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2015"	"2015"	79	321418820	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2016"	"2016"	57	323127513	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2017"	"2017"	71	325719178	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2018"	"2018"	84	327167434	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2019"	"2019"	91	328239523	0.0
	"Pneumonia due to Haemophilus influenzae"	"J14"	"2020 "	"2020"	59	329484123	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2011"	"2011"	106	311591917	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2012"	"2012"	139	313914040	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2013"	"2013"	105	316128839	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2014"	"2014"	133	318857056	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2015"	"2015"	113	321418820	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2016"	"2016"	137	323127513	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2017"	"2017"	158	325719178	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2018"	"2018"	140	327167434	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2019"	"2019"	145	328239523	0.0
	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	"2020 "	"2020"	210	329484123	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2011"	"2011"	202	311591917	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2012"	"2012"	219	313914040	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2013"	"2013"	254	316128839	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2014"	"2014"	252	318857056	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2015"	"2015"	314	321418820	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2016"	"2016"	338	323127513	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2017"	"2017"	323	325719178	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2018"	"2018"	326	327167434	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2019"	"2019"	308	328239523	0.1
	"Pneumonia due to Pseudomonas"	"J15.1"	"2020 "	"2020"	405	329484123	0.1
	"Pneumonia due to staphylococcus"	"J15.2"	"2011"	"2011"	632	311591917	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2012"	"2012"	538	313914040	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2013"	"2013"	652	316128839	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2014"	"2014"	684	318857056	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2015"	"2015"	700	321418820	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2016"	"2016"	683	323127513	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2017"	"2017"	745	325719178	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2018"	"2018"	689	327167434	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2019"	"2019"	647	328239523	0.2
	"Pneumonia due to staphylococcus"	"J15.2"	"2020 "	"2020"	774	329484123	0.2
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2011"	"2011"	3	311591917	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2012"	"2012"	1	313914040	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2013"	"2013"	2	316128839	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2014"	"2014"	3	318857056	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2015"	"2015"	6	321418820	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2016"	"2016"	6	323127513	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2017"	"2017"	6	325719178	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2018"	"2018"	2	327167434	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2019"	"2019"	2	328239523	Unreliable
	"Pneumonia due to streptococcus, group B"	"J15.3"	"2020 "	"2020"	7	329484123	Unreliable
	"Pneumonia due to other streptococci"	"J15.4"	"2011"	"2011"	192	311591917	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2012"	"2012"	148	313914040	0.0
	"Pneumonia due to other streptococci"	"J15.4"	"2013"	"2013"	192	316128839	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2014"	"2014"	164	318857056	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2015"	"2015"	200	321418820	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2016"	"2016"	218	323127513	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2017"	"2017"	196	325719178	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2018"	"2018"	250	327167434	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2019"	"2019"	252	328239523	0.1
	"Pneumonia due to other streptococci"	"J15.4"	"2020 "	"2020"	228	329484123	0.1
	"Pneumonia due to Escherichia coli"	"J15.5"	"2011"	"2011"	25	311591917	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2012"	"2012"	35	313914040	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2013"	"2013"	32	316128839	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2014"	"2014"	34	318857056	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2015"	"2015"	46	321418820	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2016"	"2016"	42	323127513	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2017"	"2017"	54	325719178	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2018"	"2018"	52	327167434	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2019"	"2019"	49	328239523	0.0
	"Pneumonia due to Escherichia coli"	"J15.5"	"2020 "	"2020"	64	329484123	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2011"	"2011"	29	311591917	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2012"	"2012"	33	313914040	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2013"	"2013"	24	316128839	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2014"	"2014"	45	318857056	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2015"	"2015"	35	321418820	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2016"	"2016"	47	323127513	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2017"	"2017"	48	325719178	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2018"	"2018"	63	327167434	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2019"	"2019"	67	328239523	0.0
	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	"2020 "	"2020"	62	329484123	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2011"	"2011"	26	311591917	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2012"	"2012"	20	313914040	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2013"	"2013"	21	316128839	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2014"	"2014"	26	318857056	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2015"	"2015"	33	321418820	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2016"	"2016"	36	323127513	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2017"	"2017"	28	325719178	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2018"	"2018"	42	327167434	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2019"	"2019"	58	328239523	0.0
	"Pneumonia due to Mycoplasma pneumoniae"	"J15.7"	"2020 "	"2020"	69	329484123	0.0
	"Other bacterial pneumonia"	"J15.8"	"2011"	"2011"	35	311591917	0.0
	"Other bacterial pneumonia"	"J15.8"	"2012"	"2012"	34	313914040	0.0
	"Other bacterial pneumonia"	"J15.8"	"2013"	"2013"	29	316128839	0.0
	"Other bacterial pneumonia"	"J15.8"	"2014"	"2014"	31	318857056	0.0
	"Other bacterial pneumonia"	"J15.8"	"2015"	"2015"	28	321418820	0.0
	"Other bacterial pneumonia"	"J15.8"	"2016"	"2016"	47	323127513	0.0
	"Other bacterial pneumonia"	"J15.8"	"2017"	"2017"	28	325719178	0.0
	"Other bacterial pneumonia"	"J15.8"	"2018"	"2018"	23	327167434	0.0
	"Other bacterial pneumonia"	"J15.8"	"2019"	"2019"	28	328239523	0.0
	"Other bacterial pneumonia"	"J15.8"	"2020 "	"2020"	30	329484123	0.0
	"Bacterial pneumonia, unspecified"	"J15.9"	"2011"	"2011"	1469	311591917	0.5
	"Bacterial pneumonia, unspecified"	"J15.9"	"2012"	"2012"	1438	313914040	0.5
	"Bacterial pneumonia, unspecified"	"J15.9"	"2013"	"2013"	1698	316128839	0.5
	"Bacterial pneumonia, unspecified"	"J15.9"	"2014"	"2014"	1634	318857056	0.5
	"Bacterial pneumonia, unspecified"	"J15.9"	"2015"	"2015"	1840	321418820	0.6
	"Bacterial pneumonia, unspecified"	"J15.9"	"2016"	"2016"	1973	323127513	0.6
	"Bacterial pneumonia, unspecified"	"J15.9"	"2017"	"2017"	2077	325719178	0.6
	"Bacterial pneumonia, unspecified"	"J15.9"	"2018"	"2018"	2234	327167434	0.7
	"Bacterial pneumonia, unspecified"	"J15.9"	"2019"	"2019"	2267	328239523	0.7
	"Bacterial pneumonia, unspecified"	"J15.9"	"2020 "	"2020"	2742	329484123	0.8
	"Chlamydial pneumonia"	"J16.0"	"2011"	"2011"	1	311591917	Unreliable
	"Chlamydial pneumonia"	"J16.0"	"2012"	"2012"	2	313914040	Unreliable
	"Chlamydial pneumonia"	"J16.0"	"2014"	"2014"	1	318857056	Unreliable
	"Chlamydial pneumonia"	"J16.0"	"2015"	"2015"	1	321418820	Unreliable
	"Chlamydial pneumonia"	"J16.0"	"2016"	"2016"	1	323127513	Unreliable
	"Chlamydial pneumonia"	"J16.0"	"2018"	"2018"	2	327167434	Unreliable
	"Chlamydial pneumonia"	"J16.0"	"2019"	"2019"	1	328239523	Unreliable
	"Pneumonia due to other specified infectious organisms"	"J16.8"	"2011"	"2011"	3	311591917	Unreliable
	"Pneumonia due to other specified infectious organisms"	"J16.8"	"2014"	"2014"	1	318857056	Unreliable
	"Pneumonia due to other specified infectious organisms"	"J16.8"	"2016"	"2016"	2	323127513	Unreliable
	"Bronchopneumonia, unspecified"	"J18.0"	"2011"	"2011"	904	311591917	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"2012"	"2012"	811	313914040	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"2013"	"2013"	853	316128839	0.3
	"Bronchopneumonia, unspecified"	"J18.0"	"2014"	"2014"	750	318857056	0.2
	"Bronchopneumonia, unspecified"	"J18.0"	"2015"	"2015"	745	321418820	0.2
	"Bronchopneumonia, unspecified"	"J18.0"	"2016"	"2016"	695	323127513	0.2
	"Bronchopneumonia, unspecified"	"J18.0"	"2017"	"2017"	737	325719178	0.2
	"Bronchopneumonia, unspecified"	"J18.0"	"2018"	"2018"	738	327167434	0.2
	"Bronchopneumonia, unspecified"	"J18.0"	"2019"	"2019"	656	328239523	0.2
